branch_id,title,descriptions,start_datetime,end_datetime,created_at,updated_at,entry_type
2,Centre Holiday 1,,2022-01-30 00:00:00,2022-02-05 23:59:59,2022-01-05 16:48:07,2022-01-05 17:06:58,centre holiday
9,Centre Holiday 2,,2022-01-30 00:00:00,2022-02-05 23:59:59,2022-01-19 09:32:29,2022-01-19 09:32:29,centre holiday
12,Centre Holiday 2,,2022-06-05 00:00:00,2022-06-11 23:59:59,2022-02-24 15:25:52,2022-02-24 15:25:52,centre holiday
13,Centre Holiday 2,,2022-06-05 00:00:00,2022-06-11 23:59:59,2022-02-24 23:45:22,2022-02-24 23:45:22,centre holiday
13,Centre Holiday 2,,2022-01-31 00:00:00,2022-02-06 23:59:59,2022-02-24 23:45:47,2022-02-24 23:45:47,centre holiday
13,Centre Holiday 3,,2022-12-18 00:00:00,2022-12-31 23:59:59,2022-02-25 00:52:49,2022-02-25 00:52:49,centre holiday
4,Centre Holiday 1,,2022-01-30 00:00:00,2022-02-05 23:59:59,2022-02-25 00:56:17,2022-02-25 00:56:17,centre holiday
8,Centre Holiday 1,,2022-01-30 00:00:00,2022-02-05 23:59:59,2022-02-25 01:00:36,2022-02-25 01:00:36,centre holiday
5,Centre Holiday 3,,2022-06-05 00:00:00,2022-06-11 23:59:59,2022-02-25 16:50:50,2022-02-25 16:50:50,centre holiday
5,Centre Holiday 2,,2022-01-30 00:00:00,2022-02-05 23:59:59,2022-02-25 16:57:24,2022-02-25 16:57:24,centre holiday
5,Centre Holiday 4,,2022-12-18 00:00:00,2022-12-31 23:59:59,2022-02-25 17:07:13,2022-02-25 17:07:13,centre holiday
7,Centre Holiday 2,,2022-01-30 00:00:00,2022-02-05 23:59:59,2022-02-25 17:08:23,2022-02-25 17:08:23,centre holiday
11,Centre Holiday 1,,2022-01-01 00:00:00,2022-01-02 23:59:59,2022-02-25 17:20:11,2022-02-25 17:22:28,centre holiday
11,Centre Holiday 2,,2022-01-30 00:00:00,2022-02-05 23:59:59,2022-02-25 17:20:29,2022-02-25 17:22:28,centre holiday
11,Centre Holiday 3,,2022-06-05 00:00:00,2022-06-11 23:59:59,2022-02-25 17:33:57,2022-02-25 17:35:24,centre holiday
11,Centre Holiday 3,,2022-06-05 00:00:00,2022-06-11 23:59:59,2022-02-25 17:35:24,2022-02-25 17:35:24,centre holiday
8,Centre Holiday 3,,2022-06-05 00:00:00,2022-06-11 23:59:59,2022-02-25 17:37:18,2022-02-25 17:37:18,centre holiday
3,Centre Holiday 3,,2022-12-18 00:00:00,2022-12-31 23:59:59,2022-02-25 21:58:10,2022-02-25 21:58:10,centre holiday
4,Centre Holiday 2,,2022-06-05 00:00:00,2022-06-11 23:59:59,2022-02-25 22:05:31,2022-02-25 22:05:31,centre holiday
4,Centre Holiday 3,,2022-12-18 00:00:00,2022-12-31 23:59:59,2022-02-25 22:11:47,2022-02-25 22:11:47,centre holiday
7,Centre Holiday 3,,2022-06-05 00:00:00,2022-06-11 23:59:59,2022-02-25 22:46:22,2022-05-31 13:12:23,centre holiday
8,Centre Holiday 3,,2022-12-18 00:00:00,2022-12-31 23:59:59,2022-02-25 22:57:27,2022-02-25 22:57:27,centre holiday
9,Centre Holiday 3,,2022-06-05 00:00:00,2022-06-11 23:59:59,2022-02-25 23:03:55,2022-02-25 23:03:55,centre holiday
9,Centre Holiday 4,,2022-09-04 00:00:00,2022-09-10 23:59:59,2022-02-25 23:06:34,2022-02-25 23:06:34,centre holiday
9,Centre Holiday 5,,2022-12-25 00:00:00,2022-12-31 23:59:59,2022-02-25 23:12:55,2022-02-25 23:12:55,centre holiday
11,Centre Holiday4,,2022-12-18 00:00:00,2022-12-31 23:59:59,2022-02-25 23:15:36,2022-02-25 23:15:36,centre holiday
2,Centre Holiday 2,,2022-06-05 00:00:00,2022-06-11 23:59:59,2022-05-30 11:36:21,2022-05-30 11:36:21,centre holiday
2,Centre Holiday 3,,2022-12-18 00:00:00,2022-12-31 23:59:59,2022-05-30 11:48:30,2022-05-30 11:48:30,centre holiday
6,Centre Holiday 3,,2022-06-05 00:00:00,2022-06-11 23:59:59,2022-05-30 13:41:58,2022-05-30 13:41:58,centre holiday
6,Centre Holiday 4,,2022-12-18 00:00:00,2022-12-31 23:59:59,2022-05-30 13:43:51,2022-05-30 13:43:51,centre holiday
14,Centre Holiday 1,,2018-01-01 00:00:00,2018-01-01 23:59:59,2022-09-25 18:42:41,2022-09-25 18:42:44,centre holiday
14,Centre Holiday 1,,2019-01-01 00:00:00,2019-01-01 23:59:59,2022-09-25 18:43:01,2022-09-25 18:43:03,centre holiday
14,Centre Holiday 1,,2020-01-01 00:00:00,2020-01-01 23:59:59,2022-09-25 18:43:17,2022-09-25 18:43:20,centre holiday
14,Centre Holiday 1,,2021-01-01 00:00:00,2021-01-01 23:59:59,2022-09-25 18:43:36,2022-09-25 18:44:23,centre holiday
14,Centre Holiday 1,,2022-01-01 00:00:00,2022-01-02 23:59:59,2022-09-25 18:51:47,2022-09-25 19:36:07,centre holiday
14,Centre Holiday 2,,2022-01-30 00:00:00,2022-02-05 23:59:59,2022-09-25 19:36:47,2022-09-25 19:36:47,centre holiday
14,Centre Holiday 3,,2022-06-05 00:00:00,2022-06-11 23:59:59,2022-09-25 19:37:07,2022-09-25 19:37:07,centre holiday
14,Centre Holiday 4,,2022-12-18 00:00:00,2022-12-31 23:59:59,2022-09-25 19:37:29,2022-09-25 19:37:29,centre holiday
7,Centre Holiday 4,,2022-12-18 00:00:00,2022-12-31 23:59:59,2022-10-01 18:00:07,2022-10-01 18:00:07,centre holiday
1,Centre Holiday 1,,2023-01-21 00:00:00,2023-01-27 23:59:59,2022-10-04 15:08:50,2022-10-04 15:08:55,centre holiday
1,Graduation Event,A graduation event to invite all the graduates from De'Emcee and ProMizzion to celebrate together ~,2022-10-30 12:00:00,2022-10-30 04:00:00,2022-10-07 16:11:41,2022-10-07 16:11:41,public holiday
3,Centre Holiday 1,,2023-01-21 00:00:00,2023-01-27 23:59:59,2022-12-04 17:22:44,2022-12-04 17:26:26,centre holiday
3,Centre Holiday 2,,2023-06-25 00:00:00,2023-07-01 23:59:59,2022-12-04 17:23:17,2022-12-04 17:24:09,centre holiday
3,Centre Holiday 2,,2023-05-28 00:00:00,2023-06-03 23:59:59,2022-12-04 17:24:09,2023-04-16 21:05:01,centre holiday
3,Centre Holiday 3,,2023-12-17 00:00:00,2023-12-31 23:59:59,2022-12-04 17:25:41,2022-12-04 17:26:26,centre holiday
2,Centre Holiday 1,,2023-01-21 00:00:00,2023-01-27 23:59:59,2022-12-04 18:23:32,2022-12-04 18:26:05,centre holiday
2,Centre Holiday 2,,2023-05-28 00:00:00,2023-06-03 23:59:59,2022-12-04 18:23:53,2023-04-16 21:00:05,centre holiday
2,Centre Holiday 3,,2023-12-17 00:00:00,2023-12-31 23:59:59,2022-12-04 18:24:46,2022-12-04 18:26:05,centre holiday
4,Centre Holiday 1,,2023-01-21 00:00:00,2023-01-27 23:59:59,2022-12-04 18:44:47,2022-12-04 20:06:47,centre holiday
4,Centre Holiday 2,,2023-05-28 00:00:00,2023-06-03 23:59:59,2022-12-04 18:45:08,2023-04-16 21:06:45,centre holiday
4,Centre Holiday 3,,2023-12-17 00:00:00,2023-12-31 23:59:59,2022-12-04 20:06:16,2022-12-04 20:06:47,centre holiday
5,Centre Holiday 1,,2023-01-21 00:00:00,2023-01-27 23:59:59,2022-12-04 20:07:38,2022-12-04 20:09:28,centre holiday
5,Centre Holiday 2,,2023-05-28 00:00:00,2023-06-03 23:59:59,2022-12-04 20:08:04,2023-04-16 21:08:05,centre holiday
5,Centre Holiday 3,,2023-12-17 00:00:00,2023-12-31 23:59:59,2022-12-04 20:08:48,2022-12-04 20:09:28,centre holiday
6,Centre Holiday 1,,2023-01-21 00:00:00,2023-01-27 23:59:59,2022-12-04 20:19:01,2022-12-04 20:21:19,centre holiday
6,Centre Holiday 2,,2023-05-28 00:00:00,2023-06-03 23:59:59,2022-12-04 20:19:47,2023-04-16 21:11:22,centre holiday
6,Centre Holiday 3,,2023-12-17 00:00:00,2023-12-31 23:59:59,2022-12-04 20:20:41,2022-12-04 20:21:19,centre holiday
7,Centre Holiday 1,,2023-01-21 00:00:00,2023-01-27 23:59:59,2022-12-04 20:22:11,2022-12-04 20:23:34,centre holiday
7,Centre Holiday 2,,2023-05-28 00:00:00,2023-06-03 23:59:59,2022-12-04 20:22:29,2023-04-16 21:12:36,centre holiday
7,Centre Holiday 3,,2023-12-17 00:00:00,2023-12-31 23:59:59,2022-12-04 20:23:08,2022-12-04 20:23:34,centre holiday
11,Centre Holiday 1,,2023-01-19 00:00:00,2023-01-25 23:59:59,2022-12-04 20:25:58,2023-01-05 12:43:14,centre holiday
11,Centre Holiday 2,,2023-05-28 00:00:00,2023-06-03 23:59:59,2022-12-04 20:26:24,2022-12-04 20:27:19,centre holiday
11,Centre Holiday 3,,2023-12-17 00:00:00,2023-12-31 23:59:59,2022-12-04 20:26:53,2022-12-04 20:27:19,centre holiday
13,Centre Holiday 1,,2023-01-21 00:00:00,2023-01-27 23:59:59,2022-12-04 20:35:20,2022-12-04 20:37:16,centre holiday
13,Centre Holiday 2,,2023-05-28 00:00:00,2023-06-03 23:59:59,2022-12-04 20:35:46,2023-05-27 11:30:07,centre holiday
13,Centre Holiday 3,,2023-12-17 00:00:00,2023-12-31 23:59:59,2022-12-04 20:36:15,2022-12-04 20:37:16,centre holiday
14,Centre Holiday 1,,2023-01-21 00:00:00,2023-01-27 23:59:59,2022-12-04 21:16:39,2022-12-04 21:17:45,centre holiday
14,Centre Holiday 2,,2023-04-17 00:00:00,2023-04-23 23:59:59,2022-12-04 21:17:00,2023-04-18 20:43:52,centre holiday
14,Centre Holiday 3,,2023-12-17 00:00:00,2023-12-31 23:59:59,2022-12-04 21:17:31,2022-12-04 21:17:45,centre holiday
9,Centre Holiday 1,,2023-01-21 00:00:00,2023-01-27 23:59:59,2022-12-08 20:41:13,2022-12-08 20:41:16,centre holiday
8,Centre Holiday 1,,2023-01-21 00:00:00,2023-01-27 23:59:59,2022-12-08 20:42:41,2022-12-08 20:46:18,centre holiday
8,Centre Holiday 2,,2023-05-28 00:00:00,2023-06-03 23:59:59,2022-12-08 20:42:57,2022-12-08 20:46:18,centre holiday
8,Centre Holiday 3,,2023-12-17 00:00:00,2023-12-31 23:59:59,2022-12-08 20:45:32,2022-12-08 20:46:18,centre holiday
16,Centre Holiday 1,,2018-12-31 00:00:00,2018-12-31 23:59:59,2023-02-13 22:11:07,2023-02-13 22:11:12,centre holiday
16,Centre Holiday 1,,2019-12-31 00:00:00,2019-12-31 23:59:59,2023-02-13 22:18:05,2023-02-13 22:19:14,centre holiday
16,Centre Holiday 1,,2020-12-31 00:00:00,2020-12-31 23:59:59,2023-02-13 22:19:49,2023-02-13 22:23:37,centre holiday
16,Centre Holiday 1,,2021-12-31 00:00:00,2021-12-31 23:59:59,2023-02-13 22:23:51,2023-02-13 22:23:53,centre holiday
16,Centre Holiday 1,,2022-12-31 00:00:00,2022-12-31 23:59:59,2023-02-13 22:24:10,2023-02-13 22:24:12,centre holiday
16,Centre Holiday 1,,2023-01-21 00:00:00,2023-01-27 23:59:59,2023-02-13 22:25:02,2023-02-13 22:26:12,centre holiday
16,Centre Holiday 2,,2023-05-28 00:00:00,2023-06-03 23:59:59,2023-02-13 22:25:26,2023-03-07 12:00:57,centre holiday
16,Centre Holiday 3,,2023-08-28 00:00:00,2023-09-03 23:59:59,2023-02-13 22:26:00,2023-03-07 12:01:55,centre holiday
16,Centre Holiday 4,,2023-12-24 00:00:00,2023-12-31 23:59:59,2023-03-07 12:03:09,2023-03-07 12:03:09,centre holiday
9,Centre Holiday 2,,2023-05-28 00:00:00,2023-06-03 23:59:59,2023-03-14 21:28:31,2023-03-14 21:28:31,centre holiday
9,Centre Holiday 3,,2023-08-28 00:00:00,2023-09-03 23:59:59,2023-03-14 21:31:03,2023-03-14 21:31:03,centre holiday
9,Centre Holiday 4,,2023-12-24 00:00:00,2023-12-31 23:59:59,2023-03-14 21:33:02,2023-03-14 21:33:02,centre holiday
15,1,,2018-12-01 00:00:00,2018-12-01 23:59:59,2023-04-16 09:32:53,2023-04-16 09:32:56,public holiday
15,Centre Holiday 1,,2019-12-01 00:00:00,2019-12-01 23:59:59,2023-04-16 09:33:20,2023-04-16 09:33:24,centre holiday
15,Centre Holiday 1,,2020-12-01 00:00:00,2020-12-01 23:59:59,2023-04-16 09:33:43,2023-04-16 09:33:46,centre holiday
15,Centre Holiday 1,,2021-12-01 00:00:00,2021-12-01 23:59:59,2023-04-16 09:34:15,2023-04-16 09:34:19,centre holiday
15,Centre Holiday 1,,2022-12-01 00:00:00,2022-12-01 23:59:59,2023-04-16 09:35:00,2023-04-16 09:35:03,centre holiday
15,Centre Holiday 1,,2023-01-23 00:00:00,2023-01-29 23:59:59,2023-04-16 09:36:08,2023-04-16 09:36:12,centre holiday
17,Centre Holiday 1,,2018-12-31 00:00:00,2018-12-31 23:59:59,2023-07-20 21:05:06,2023-07-20 21:05:09,centre holiday
17,Centre Holiday 1,,2019-12-31 00:00:00,2019-12-31 23:59:59,2023-07-20 21:05:36,2023-07-20 21:05:42,centre holiday
17,Centre Holiday 1,,2020-12-31 00:00:00,2020-12-31 23:59:59,2023-07-20 21:06:07,2023-07-20 21:06:10,centre holiday
17,Centre Holiday 1,,2021-12-31 00:00:00,2021-12-31 23:59:59,2023-07-20 21:06:27,2023-07-20 21:06:30,centre holiday
17,Centre Holiday 1,,2022-12-31 00:00:00,2022-12-31 23:59:59,2023-07-20 21:06:44,2023-07-20 21:06:47,centre holiday
17,Centre Holiday 1,,2023-01-21 00:00:00,2023-01-27 23:59:59,2023-07-20 21:07:16,2023-07-20 21:08:46,centre holiday
17,Centre Holiday 2,,2023-05-28 00:00:00,2023-06-03 23:59:59,2023-07-20 21:07:38,2023-07-20 21:08:46,centre holiday
17,Centre Holiday 3,,2023-12-17 00:00:00,2023-12-31 23:59:59,2023-07-20 21:08:13,2023-07-20 21:08:46,centre holiday
18,Centre Holiday 1,,2018-12-31 00:00:00,2018-12-31 23:59:59,2023-07-20 21:24:51,2023-07-20 21:24:54,centre holiday
18,Centre Holiday 1,,2019-12-31 00:00:00,2019-12-31 23:59:59,2023-07-20 21:25:08,2023-07-20 21:25:10,centre holiday
18,Centre Holiday 1,,2020-12-31 00:00:00,2020-12-31 23:59:59,2023-07-20 21:25:37,2023-07-20 21:25:40,centre holiday
18,Centre Holiday 1,,2021-12-31 00:00:00,2021-12-31 23:59:59,2023-07-20 21:25:55,2023-07-20 21:25:58,centre holiday
18,Centre Holiday 1,,2022-12-31 00:00:00,2022-12-31 23:59:59,2023-07-20 21:26:14,2023-07-20 21:26:28,centre holiday
18,Centre Holiday 1,,2023-01-21 00:00:00,2023-01-27 23:59:59,2023-07-20 21:27:05,2023-07-20 21:28:30,centre holiday
18,Centre Holiday 2,,2023-05-28 00:00:00,2023-06-03 23:59:59,2023-07-20 21:27:22,2023-07-20 21:28:30,centre holiday
18,Centre Holiday 3,,2023-12-17 00:00:00,2023-12-31 23:59:59,2023-07-20 21:28:06,2023-07-20 21:28:30,centre holiday
19,Centre Holiday 1,,2018-12-31 00:00:00,2018-12-31 23:59:59,2023-09-12 22:17:42,2023-09-12 22:17:44,centre holiday
19,Centre Holiday 1,,2019-12-31 00:00:00,2019-12-31 23:59:59,2023-09-12 22:18:04,2023-09-12 22:18:07,centre holiday
19,Centre Holiday 1,,2020-12-31 00:00:00,2020-12-31 23:59:59,2023-09-12 22:18:22,2023-09-12 22:18:24,centre holiday
19,Centre Holiday 1,,2021-12-31 00:00:00,2021-12-31 23:59:59,2023-09-12 22:18:39,2023-09-12 22:18:41,centre holiday
19,Centre Holiday 1,,2022-12-31 00:00:00,2022-12-31 23:59:59,2023-09-12 22:18:54,2023-09-12 22:18:56,centre holiday
19,Centre Holiday 1,,2023-01-21 00:00:00,2023-01-27 23:59:59,2023-09-12 22:19:22,2023-09-12 22:20:25,centre holiday
19,Centre Holiday 2,,2023-05-28 00:00:00,2023-06-03 23:59:59,2023-09-12 22:19:35,2023-09-12 22:20:25,centre holiday
19,Centre Holiday 3,,2023-12-17 00:00:00,2023-12-31 23:59:59,2023-09-12 22:20:12,2023-09-12 22:20:25,centre holiday
20,Centre Holiday 1,,2018-12-31 00:00:00,2018-12-31 23:59:59,2023-10-12 15:32:34,2023-10-12 15:42:33,centre holiday
20,Centre Holiday 1,,2019-12-31 00:00:00,2019-12-31 23:59:59,2023-10-12 15:43:21,2023-10-12 15:43:26,centre holiday
20,Centre Holiday 1,,2020-12-31 00:00:00,2020-12-31 23:59:59,2023-10-12 15:44:12,2023-10-12 15:44:17,centre holiday
20,Centre Holiday 1,,2021-12-31 00:00:00,2021-12-31 23:59:59,2023-10-12 15:45:17,2023-10-12 15:45:25,centre holiday
20,Centre Holiday 1,,2022-12-31 00:00:00,2022-12-31 23:59:59,2023-10-12 16:31:40,2023-10-12 16:34:03,centre holiday
20,Centre Holiday 1,,2023-01-21 00:00:00,2023-01-27 23:59:59,2023-10-12 16:37:47,2023-10-12 16:39:59,centre holiday
20,Centre Holiday 2,,2023-05-28 00:00:00,2023-06-03 23:59:59,2023-10-12 16:38:09,2023-10-12 16:39:59,centre holiday
20,Centre Holiday 3,,2023-12-17 00:00:00,2023-12-31 23:59:59,2023-10-12 16:39:24,2023-10-12 16:39:59,centre holiday
21,Centre Holiday 1,,2018-12-31 00:00:00,2018-12-31 23:59:59,2023-10-12 16:41:06,2023-10-12 16:41:13,centre holiday
21,Centre Holiday 1,,2019-12-31 00:00:00,2019-12-31 23:59:59,2023-10-12 16:41:43,2023-10-12 16:41:47,centre holiday
21,Centre Holiday 1,,2020-12-31 00:00:00,2020-12-31 23:59:59,2023-10-12 16:42:10,2023-10-12 16:42:20,centre holiday
21,Centre Holiday 1,,2021-12-31 00:00:00,2021-12-31 23:59:59,2023-10-12 16:42:34,2023-10-12 16:42:39,centre holiday
21,Centre Holiday 1,,2022-12-31 00:00:00,2022-12-31 23:59:59,2023-10-12 16:43:07,2023-10-12 16:43:12,centre holiday
21,Centre Holiday 1,,2023-01-21 00:00:00,2023-01-27 23:59:59,2023-10-12 16:43:38,2023-10-12 16:45:15,centre holiday
21,Centre Holiday 2,,2023-05-28 00:00:00,2023-06-03 23:59:59,2023-10-12 16:43:52,2023-10-12 16:45:15,centre holiday
21,Centre Holiday 3,,2023-12-17 00:00:00,2023-12-31 23:59:59,2023-10-12 16:44:39,2023-10-12 16:45:15,centre holiday
22,Centre Holiday 1,,2018-12-01 00:00:00,2018-12-01 23:59:59,2023-12-10 22:39:36,2023-12-10 22:39:40,centre holiday
22,Centre Holiday 1,,2019-12-01 00:00:00,2019-12-01 23:59:59,2023-12-10 22:39:58,2023-12-10 22:41:54,centre holiday
22,Centre Holiday 1,,2020-12-31 00:00:00,2020-12-31 23:59:59,2023-12-10 22:56:18,2023-12-10 22:56:21,centre holiday
22,Centre Holiday 1,,2021-12-31 00:00:00,2021-12-31 23:59:59,2023-12-10 22:56:53,2023-12-10 22:56:55,centre holiday
22,Centre Holiday 1,,2022-12-31 00:00:00,2022-12-31 23:59:59,2023-12-10 22:57:12,2023-12-10 22:57:14,centre holiday
22,Centre Holiday 1,,2023-01-21 00:00:00,2023-01-27 23:59:59,2023-12-10 23:01:07,2023-12-10 23:02:44,centre holiday
22,Centre Holiday 2,,2023-05-28 00:00:00,2023-06-03 23:59:59,2023-12-10 23:01:46,2023-12-10 23:02:44,centre holiday
22,Centre Holiday 3,,2023-12-17 00:00:00,2023-12-31 23:59:59,2023-12-10 23:02:27,2023-12-10 23:02:44,centre holiday
23,Centre Holiday 1,,2018-12-31 00:00:00,2018-12-31 23:59:59,2023-12-10 23:03:24,2023-12-10 23:03:27,centre holiday
23,Centre Holiday 1,,2019-12-31 00:00:00,2019-12-31 23:59:59,2023-12-10 23:03:50,2023-12-10 23:03:53,centre holiday
23,Centre Holiday 1,,2020-12-31 00:00:00,2020-12-31 23:59:59,2023-12-10 23:04:12,2023-12-10 23:05:00,centre holiday
23,Centre Holiday 1,,2021-12-31 00:00:00,2021-12-31 23:59:59,2023-12-10 23:05:20,2023-12-10 23:05:23,centre holiday
23,Centre Holiday 1,,2022-12-31 00:00:00,2022-12-31 23:59:59,2023-12-10 23:05:42,2023-12-10 23:05:47,centre holiday
23,Centre Holiday 1,,2023-01-21 00:00:00,2023-01-27 23:59:59,2023-12-10 23:06:53,2023-12-10 23:07:39,centre holiday
23,Centre Holiday 2,,2023-05-28 00:00:00,2023-06-03 23:59:59,2023-12-10 23:07:12,2023-12-10 23:07:39,centre holiday
23,Centre Holiday 3,,2023-12-17 00:00:00,2023-12-31 23:59:59,2023-12-10 23:07:30,2023-12-10 23:07:39,centre holiday
24,Centre Holiday 1,,2018-01-21 00:00:00,2018-01-27 23:59:59,2023-12-10 23:08:31,2023-12-10 23:09:11,centre holiday
24,Centre Holiday 2,,2018-05-28 00:00:00,2018-06-03 23:59:59,2023-12-10 23:08:48,2023-12-10 23:09:11,centre holiday
24,Centre Holiday 3,,2018-12-17 00:00:00,2018-12-31 23:59:59,2023-12-10 23:09:01,2023-12-10 23:09:11,centre holiday
24,Centre Holiday 1,,2019-12-31 00:00:00,2019-12-31 23:59:59,2023-12-10 23:09:35,2023-12-10 23:09:38,centre holiday
24,Centre Holiday 1,,2020-12-31 00:00:00,2020-12-31 23:59:59,2023-12-10 23:09:54,2023-12-10 23:09:57,centre holiday
24,Centre Holiday 1,,2021-12-31 00:00:00,2021-12-31 23:59:59,2023-12-10 23:10:23,2023-12-10 23:10:25,centre holiday
24,Centre Holiday 1,,2022-12-31 00:00:00,2022-12-31 23:59:59,2023-12-10 23:10:49,2023-12-10 23:10:51,centre holiday
24,Centre Holiday 1,,2023-01-21 00:00:00,2023-01-27 23:59:59,2023-12-10 23:11:55,2023-12-10 23:12:35,centre holiday
24,Centre Holiday 2,,2023-05-28 00:00:00,2023-06-03 23:59:59,2023-12-10 23:12:11,2023-12-10 23:12:35,centre holiday
24,Centre Holiday 3,,2023-12-17 00:00:00,2023-12-31 23:59:59,2023-12-10 23:12:26,2023-12-10 23:12:35,centre holiday
22,Centre Holiday 1,,2024-02-09 00:00:00,2024-02-15 23:59:59,2023-12-12 08:30:57,2023-12-12 16:14:09,centre holiday
23,Centre Holiday 1,,2024-02-09 00:00:00,2024-02-15 23:59:59,2023-12-12 08:31:38,2023-12-12 16:12:30,centre holiday
23,Centre Holiday 2,,2024-05-26 00:00:00,2024-06-02 23:59:59,2023-12-12 14:28:12,2023-12-12 16:12:30,centre holiday
23,Centre Holiday 3,,2024-12-16 00:00:00,2024-12-31 23:59:59,2023-12-12 14:28:51,2023-12-12 16:12:30,centre holiday
22,Centre Holiday 2,,2024-04-08 00:00:00,2024-04-14 23:59:59,2023-12-12 16:13:14,2023-12-12 16:14:09,centre holiday
22,Centre Holiday 3,,2024-12-16 00:00:00,2024-12-31 23:59:59,2023-12-12 16:13:46,2023-12-12 16:14:09,centre holiday
24,Centre Holiday 1,,2024-02-09 00:00:00,2024-02-15 23:59:59,2023-12-21 12:17:04,2023-12-21 12:20:18,centre holiday
24,Centre Holiday 2,,2024-04-08 00:00:00,2024-04-14 23:59:59,2023-12-21 12:17:28,2023-12-21 12:20:18,centre holiday
24,Centre Holiday 3,,2024-10-01 00:00:00,2024-10-07 23:59:59,2023-12-21 12:19:23,2023-12-21 12:20:18,centre holiday
24,Centre Holiday 4,,2024-12-22 00:00:00,2024-12-31 23:59:59,2023-12-21 12:19:51,2023-12-21 12:20:18,centre holiday
21,Centre Holiday 1,,2024-02-09 00:00:00,2024-02-15 23:59:59,2023-12-21 12:21:27,2023-12-21 12:29:28,centre holiday
21,Centre Holiday 2,,2024-05-17 00:00:00,2024-05-23 23:59:59,2023-12-21 12:23:19,2023-12-21 12:29:28,centre holiday
21,Centre Holiday 3,,2024-12-16 00:00:00,2024-12-31 23:59:59,2023-12-21 12:29:05,2023-12-21 12:29:28,centre holiday
20,Centre Holiday 1,,2024-02-08 00:00:00,2024-02-14 23:59:59,2023-12-21 12:30:19,2024-02-16 15:19:58,centre holiday
20,Centre Holiday 2,,2024-04-08 00:00:00,2024-04-14 23:59:59,2023-12-21 12:30:38,2023-12-21 12:34:31,centre holiday
20,Centre Holiday 3,,2024-12-16 00:00:00,2024-12-31 23:59:59,2023-12-21 12:34:07,2023-12-21 12:34:31,centre holiday
19,Centre Holiday 1,,2024-02-09 00:00:00,2024-02-15 23:59:59,2023-12-21 12:35:29,2023-12-21 12:37:30,centre holiday
19,Centre Holiday 2,,2024-04-08 00:00:00,2024-04-14 23:59:59,2023-12-21 12:35:53,2023-12-21 12:37:30,centre holiday
19,Centre Holiday 3,,2024-12-24 00:00:00,2024-12-31 23:59:59,2023-12-21 12:36:44,2024-09-24 09:06:09,centre holiday
17,Centre Holiday 1,,2024-02-09 00:00:00,2024-02-15 23:59:59,2023-12-21 12:54:44,2023-12-21 12:56:13,centre holiday
17,Centre Holiday 2,,2024-04-08 00:00:00,2024-04-14 23:59:59,2023-12-21 12:55:24,2023-12-21 12:56:13,centre holiday
17,Centre Holiday 3,,2024-12-16 00:00:00,2024-12-31 23:59:59,2023-12-21 12:56:00,2023-12-21 12:56:13,centre holiday
1,Centre Holiday 1,,2024-02-09 00:00:00,2024-02-15 23:59:59,2023-12-21 13:00:00,2023-12-21 13:02:59,centre holiday
1,Centre Holiday 2,,2024-04-08 00:00:00,2024-04-14 23:59:59,2023-12-21 13:00:18,2023-12-21 13:02:59,centre holiday
1,Centre Holiday 3,,2024-12-16 00:00:00,2024-12-31 23:59:59,2023-12-21 13:02:01,2023-12-21 13:02:59,centre holiday
2,Center Holiday 1,,2024-02-09 00:00:00,2024-02-15 23:59:59,2024-01-28 23:49:17,2024-01-29 00:04:03,public holiday
2,Center Holiday 2,,2024-04-08 00:00:00,2024-04-14 23:59:59,2024-01-28 23:50:09,2024-01-29 00:04:03,public holiday
2,Centre Holiday 3,,2024-12-16 00:00:00,2024-12-22 23:59:59,2024-01-28 23:56:35,2024-01-29 00:04:03,centre holiday
2,Centre Holiday 4,,2024-12-23 00:00:00,2024-12-31 23:59:59,2024-01-29 00:00:00,2024-01-29 00:04:03,centre holiday
18,Centre Holiday 1,,2024-02-09 00:00:00,2024-02-15 23:59:59,2024-02-16 14:25:11,2024-02-16 14:26:57,centre holiday
18,Centre Holiday 2,,2024-05-24 00:00:00,2024-05-30 23:59:59,2024-02-16 14:25:27,2024-03-25 16:10:42,centre holiday
18,Centre Holiday 3,,2024-12-16 00:00:00,2024-12-31 23:59:59,2024-02-16 14:26:26,2024-12-14 16:06:36,centre holiday
6,CNY 2024,,2024-02-09 00:00:00,2024-02-15 23:59:59,2024-03-03 01:55:56,2024-03-03 02:15:27,public holiday
6,Centre Holiday 2,,2024-04-08 00:00:00,2024-04-14 23:59:59,2024-03-03 10:30:10,2024-03-03 10:30:10,centre holiday
6,Centre Holiday 3,,2024-12-16 00:00:00,2024-12-31 23:59:59,2024-03-03 10:33:08,2024-03-03 10:33:08,centre holiday
8,Centre Holiday 2,,2024-05-27 00:00:00,2024-06-02 23:59:59,2024-03-03 10:48:03,2024-03-03 10:50:10,centre holiday
8,Centre Holiday 3,,2024-12-16 00:00:00,2024-12-31 23:59:59,2024-03-03 10:55:42,2024-03-03 10:55:42,centre holiday
8,Centre Holiday 1,,2024-02-09 00:00:00,2024-02-15 23:59:59,2024-03-03 10:57:22,2024-03-03 10:57:22,centre holiday
3,Centre Holiday 2,,2024-04-08 00:00:00,2024-04-14 23:59:59,2024-03-03 11:23:48,2024-03-03 11:23:58,centre holiday
